Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Program,School Type,School Method,Number of Enrollments,Number of Founders (Alumni),Number of Alumni,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events
Kinside,https://www.crunchbase.com/organization/kinside,"Child Care, Information Services, Information Technology","Claremont, California, United States",Kinside is a child care marketplace powered by employers.,770,"Greater Los Angeles Area, West Coast, Western US","Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led",,Active,2018-06-01,month,,,,,For Profit,https://www.kinside.com/,,,,,,,,,,,,,,,,,,"Health Care, Information Technology",4,"Abe Han, Brittney Barrett, Rob Bircher, Shadiah Sigala",11-50,6,Early Stage Venture,2022-06-07,12000000,USD,12000000,Series A,12000000,USD,12000000,Series A,16620000,USD,16620000,16620000,USD,16620000,"Techstars, Alumni Ventures, Y Combinator, Wellington Management, Precursor Ventures",4,14,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1
TIRPORT,https://www.crunchbase.com/organization/tirport,"Freight Service, Location Based Services, Logistics, Supply Chain Management, Transportation","Istanbul, Istanbul, Turkey","End-To-To-End Logistics Operation Management, Digital PODs, Instant Vetted Truckers",771,,,,Active,2016-01-04,day,,,,,For Profit,https://www.tirport.com/,,,,,,,,,,,,,,,,,,"Data and Analytics, Internet Services, Navigation and Mapping, Transportation",4,"Akin Arslan, ASKIN GUVEN, Burcu Kale, Hakan Özçubukcu",51-100,7,,2022-07-05,1000000,USD,1000000,Convertible Note,500000,USD,500000,Undisclosed,4670000,USD,4670000,5670000,USD,5670000,"Re-Pie Asset Management, HEDEF GIRISIM SERMAYESI, TTT GLOBAL, AB PLUS INFORMATION TECHNOLOGIES, VEGA Investment LLC",4,8,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,26
Express,https://www.crunchbase.com/organization/express,"E-Commerce, Fashion, Retail","Columbus, Ohio, United States",Express is a specialty apparel and accessory retailer offering both women and men's merchandise.,772,"Great Lakes, Midwestern US",,$100M to $500M,Active,1980-01-01,year,2010-05-21,day,,,For Profit,http://express.com,,,1,1,1,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Design",,,10001+,2,IPO,2022-12-08,25000000,USD,25000000,Post-IPO Equity,25000000,USD,25000000,Post-IPO Equity,25000000,USD,25000000,165000000,USD,165000000,"Wells Fargo & Company, Bank of America Merrill Lynch, Sycamore Ventures, WHP Global",2,4,,,,,,,,,,,,,,Public,2010-05-21,,,272000000,USD,272000000,1500000000,USD,1500000000,EXPR,https://www.crunchbase.com/ipo/express-ipo--2f9c86ca,NYSE - New York Stock Exchange,2021-09-15,2020-12-03,
Montrose,https://www.crunchbase.com/organization/montrose-environmental,Environmental Engineering,"Little Rock, Arkansas, United States",Montrose environmental group is an environmental services provider offering measurement and analytical services.,773,Southern US,,$100M to $500M,Active,2012-01-01,year,2020-07-22,day,,,For Profit,https://montrose-env.com,,,,,,,,,,,,,,,,,,"Science and Engineering, Sustainability",,,1001-5000,2,IPO,2020-11-23,134071417,EUR,158774131,Post-IPO Equity,134071417,EUR,158774131,Post-IPO Equity,158774131,USD,158774131,158774131,USD,158774131,Oaktree Capital Management,1,1,11,Made Acquisitions,,,,,,,,,,,,Public,2020-07-22,,,150000000,USD,150000000,313680000,USD,313680000,MEG,https://www.crunchbase.com/ipo/montrose-environmental-ipo--a9791f4b,NYSE - New York Stock Exchange,,,
1NCE,https://www.crunchbase.com/organization/1nce-gmbh,"Business Intelligence, Internet of Things, Smart Cities, Software, Telecommunications, Wireless","Köln, Nordrhein-Westfalen, Germany",1NCE is the only provider of connectivity and software for IoT at a global flat rate,773,European Union (EU),,,Active,2017-12-01,month,,,,,For Profit,https://1nce.com,,,,,,,,,,,,,,,,,,"Data and Analytics, Hardware, Internet Services, Mobile, Real Estate, Software",4,"Alexander Bufalino, Alexander P Sator, Kim Juchem, Younes Allaki",251-500,3,,2022-06-08,,,,Venture - Series Unknown,,,,Venture - Series Unknown,50000000,USD,50000000,50000000,USD,50000000,"SoftBank, Deutsche Telekom, SoftBank Vision Fund, I Squared Capital",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2021-11-30,,5
accessiBe,https://www.crunchbase.com/organization/accessibe,"Internet, Software, Web Design","Tel Aviv, Tel Aviv, Israel",accessiBe is the market leader in web accessibility solutions and technologies.,776,,,,Active,2018-03-01,month,,,,,For Profit,https://accessibe.com/,,,,,,,,,,,,,,,,,,"Design, Internet Services, Software",3,"Dekel Skoop, Gal Vizel, Shir Ekerling",101-250,5,Early Stage Venture,2022-06-01,30000000,USD,30000000,Series A,30000000,USD,30000000,Series A,58500000,USD,58500000,58500000,USD,58500000,"K1 Investment Management, LLC, Phoenix, Glilot Capital Partners, Itai Elizur, Nadav Dakner",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
Anthropic,https://www.crunchbase.com/organization/anthropic,"Artificial Intelligence, Information Technology, Machine Learning","San Francisco, California, United States",Anthropic is an AI-driven research company that focuses on increasing the safety of large-scale AI systems.,777,"San Francisco Bay Area, West Coast, Western US",,,Active,2021-01-01,year,,,,,,https://www.anthropic.com,,,,,,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",5,"Daniela Amodei, Dario Amodei, Jack Clark, Sam McCandlish, Tom Brown",11-50,2,Early Stage Venture,2022-04-29,580000000,USD,580000000,Series B,580000000,USD,580000000,Series B,704000000,USD,704000000,704000000,USD,704000000,"Sam Bankman-Fried, Caroline Ellison, Jaan Tallinn, Nishad Singh, Dustin Moskovitz",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
Tango,https://www.crunchbase.com/organization/tango-2,"Android, Apps, iOS, Messaging, Mobile, Social Network, Video Streaming","Tel Aviv, Tel Aviv, Israel",Tango Live is a leading global social media platform connecting influencers and their followers through live mobile video engagement.,778,,,$10M to $50M,Active,2009-09-09,day,,,,,For Profit,http://www.tango.me,,,,,,,,,,,,,,,,,,"Apps, Content and Publishing, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Mobile, Platforms, Software, Video",2,"Eric Setton, Uri Raz",101-250,5,Late Stage Venture,2014-03-19,280000000,USD,280000000,Series D,280000000,USD,280000000,Series D,360597364,USD,360597364,369247364,USD,369247364,"Alibaba Group, Qualcomm Ventures, Translink Capital, DFJ Growth, AMD Ventures",1,11,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,3
Plex,https://www.crunchbase.com/organization/plex,"Digital Media, Media and Entertainment, Mobile Apps, Subscription Service, Video Streaming","Los Gatos, California, United States",Plex is an entertainment company that provides a streaming media platform where users can enjoy free movies and TV shows.,778,"San Francisco Bay Area, Silicon Valley, West Coast",,$1M to $10M,Active,2009-12-03,day,,,,,For Profit,https://plex.tv,,,,,,,,,,,,,,,,,,"Apps, Content and Publishing, Media and Entertainment, Mobile, Other, Software, Video",3,"Cayce Ullman, Elan Feingold, Scott Olechowski",51-100,6,,2022-02-07,20000000,USD,20000000,Venture - Series Unknown,20000000,USD,20000000,Venture - Series Unknown,46000000,USD,46000000,81000000,USD,81000000,"Kleiner Perkins, Scott Banister, Intercap, Klass Capital, Patrick Peterson",2,5,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,2022-02-23,,6
Darwin Homes,https://www.crunchbase.com/organization/darwin-homes,"Property Management, Real Estate, Rental Property","Austin, Texas, United States",Darwin Homes is the property management platform that elevates the rental experience for property owners and residents.,779,Southern US,,,Active,2018-01-01,day,2023-01-11,day,,,For Profit,https://www.darwinhomes.com,,,,,,,,,,,,,,,,,,Real Estate,2,"Ryan Broderick, Zachary Kinloch",11-50,2,M&A,2021-01-25,15000000,USD,15000000,Series A,15000000,USD,15000000,Series A,19000000,USD,19000000,19000000,USD,19000000,"Silicon Valley Bank, Khosla Ventures, Tom Williams, Pear VC, Camber Creek",2,10,,Was Acquired,Darwin Homes acquired by Pagaya,https://www.crunchbase.com/acquisition/the-pagaya-group-acquires-darwin-homes--b6bc6d12,Pagaya,https://www.crunchbase.com/organization/the-pagaya-group,2023-01-11,day,,,,Acquisition,,Private,,,,,,,,,,,,,,,
Allica Bank,https://www.crunchbase.com/organization/allica-bank,"Banking, Finance, Financial Services, FinTech","London, England, United Kingdom",Allica Bank is a fintech company that delivers digital banking services for small and medium-sized businesses.,779,,,,Active,2017-01-01,year,,,,,,https://www.allica.bank/,,,,,,,,,,,,,,,,,,"Financial Services, Lending and Investments",1,Jason Scott,251-500,6,Late Stage Venture,2022-12-05,100000000,GBP,121927577,Series C,100000000,GBP,121927577,Series C,283500000,GBP,358354022,321000000,GBP,404383763,"TCV, Atalaya Capital, Warwick Capital LLP, British Business Investments",4,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2022-03-09,,
DarwinAI,https://www.crunchbase.com/organization/darwinai,"Artificial Intelligence, Education, Electronics, Hardware, Machine Learning, Manufacturing, Software","Waterloo, Ontario, Canada",DarwinAI’s Generative Synthesis 'AI building AI' technology enables optimized and explainable deep learning.,780,Great Lakes,,,Active,2017-01-01,year,,,,,For Profit,https://darwinai.com,,,,,,,,,,,,,,,,,,"Artificial Intelligence, Consumer Electronics, Data and Analytics, Education, Hardware, Manufacturing, Science and Engineering, Software",4,"Alexander Wong, Brendan Chwyl, Francis Li, Mohammad Shafiee",11-50,6,Early Stage Venture,2022-12-22,8100000,CAD,5939753,Series A,8100000,CAD,5939753,Series A,15439753,USD,15439753,17831753,USD,17831753,"Creative Destruction Lab (CDL), BDC Venture Capital, Inovia Capital, Obvious Ventures, Good News Ventures",6,11,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
Emerald X,https://www.crunchbase.com/organization/emerald-expositions,Events,"San Juan Capistrano, California, United States",Emerald Expositions is an owner and operator of business-to-business tradeshows in the United States,783,"Greater Los Angeles Area, West Coast, Western US",,,Active,1995-01-01,year,2017-04-28,day,,,For Profit,https://www.emeraldx.com/,,,,,,,,,,,,,,,,,,"Events, Media and Entertainment",,,501-1000,1,M&A,2020-06-10,400000000,USD,400000000,Post-IPO Equity,400000000,USD,400000000,Post-IPO Equity,400000000,USD,400000000,400000000,USD,400000000,Onex,1,1,11,"Made Acquisitions, Was Acquired",Emerald X acquired by Onex,https://www.crunchbase.com/acquisition/onex-acquires-emerald-expositions--ec954c49,Onex,https://www.crunchbase.com/organization/onex,2013-06-01,day,,,,,,Public,2017-04-28,,,263500000,USD,263500000,,,,EEX,https://www.crunchbase.com/ipo/emerald-expositions-ipo--c96ac09a,NYSE - New York Stock Exchange,2023-01-11,,6
Jumbotail,https://www.crunchbase.com/organization/jumbotail,"E-Commerce, Food and Beverage, Grocery, Marketplace, Retail","Bangalore, Karnataka, India",Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,783,Asia-Pacific (APAC),,$1M to $10M,Active,2015-11-04,day,,,,,For Profit,http://www.jumbotail.com,,,,,,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage",2,"Ashish Jhina, Karthik Venkateswaran",101-250,8,Late Stage Venture,2021-12-20,6433008250,INR,84914166,Series C,6433008250,INR,84914166,Series C,146476907,USD,146476907,151259566,USD,151259566,"Nexus Venture Partners, Kalaari Capital, Capria Ventures, Alteria Capital, Invus",7,24,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
Astera Labs,https://www.crunchbase.com/organization/astera-labs,"Automotive, Electronics, Intelligent Systems, Semiconductor","Santa Clara, California, United States",Astera Labs is a semiconductor company that provides connectivity solutions for intelligent systems.,784,"San Francisco Bay Area, Silicon Valley, West Coast",,$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://www.asteralabs.com,,,,,,,,,,,,,,,,,,"Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Transportation",3,"Casey Morrison, Jitendra Mohan, Sanjay Gajendra",101-250,4,Late Stage Venture,2022-11-17,150000000,USD,150000000,Series D,150000000,USD,150000000,Series D,206350000,USD,206350000,206350000,USD,206350000,"Valor Equity Partners, Fidelity Management and Research Company, Sutter Hill Ventures, Intel Capital, Avigdor Willenz",1,9,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
Fountain,https://www.crunchbase.com/organization/fountain,SaaS,"San Francisco, California, United States",Fountain is a talent platform that develops to make workforce management and hiring easier.,785,"San Francisco Bay Area, West Coast, Western US",East Asian Founded,$10M to $50M,Active,2014-01-01,year,,,,,For Profit,https://www.fountain.com/,,,,,,,,,,,,,,,,,,Software,3,"Jann C de Waal, Jeremy Cai, Keith Ryu",101-250,7,Late Stage Venture,2022-06-15,100000000,USD,100000000,Series C,100000000,USD,100000000,Series C,218870000,USD,218870000,218870000,USD,218870000,"Y Combinator, Uncork Capital, 1517 Fund, Matthew Brown Companies, Mirae Asset Venture Investment",6,37,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2020-09-15,,
OpenText,https://www.crunchbase.com/organization/opentext,"Content, Data Center, Information Services, Information Technology, Network Security, Software","Waterloo, Ontario, Canada",OpenText is the leader in Enterprise Information Management (EIM).,786,Great Lakes,,$500M to $1B,Active,1991-06-26,day,1996-02-02,day,,,For Profit,https://www.opentext.com,,,,,,,,,,,,,,,,,,"Hardware, Information Technology, Media and Entertainment, Privacy and Security, Software",3,"Frank Tompa, Gaston Gonnet, Tim Bray",10001+,3,IPO,2022-11-16,1000000000,USD,1000000000,Post-IPO Debt,100000000,USD,100000000,Post-IPO Equity,100000000,USD,100000000,1100000000,USD,1100000000,"TCV, Tera Capital Corporation",,2,46,Made Acquisitions,,,,,,,,,,,,Public,1996-02-02,,,,,,,,,OTEX,https://www.crunchbase.com/ipo/opentext-ipo--d00e4a7c,NASDAQ,,,50
Catalyte,https://www.crunchbase.com/organization/catalyst-devworks,"Big Data, Enterprise Software, Human Resources, Information Services, Information Technology, Predictive Analytics, Software, Software Engineering","Baltimore, Maryland, United States",Catalyte ability to develop talent provides employers with the skilled tech workforces required to grow and innovate.,787,"Greater Baltimore-Maryland Area, East Coast, Southern US",,$10M to $50M,Active,2000-01-01,year,,,,,For Profit,https://www.catalyte.io,,,,,,,,,,,,,,,,,,"Administrative Services, Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",2,"Christopher Papile, Michael Rosenbaum",501-1000,10,,2020-01-29,4000000,USD,4000000,Venture - Series Unknown,4000000,USD,4000000,Venture - Series Unknown,63308000,USD,63308000,63508000,USD,63508000,"Palm Drive Capital, Revolution, MaC Venture Capital, Muse Capital, Expon Capital",1,15,3,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,2022-12-13,,1
Turtlemint,https://www.crunchbase.com/organization/turtlemint,"Financial Services, Insurance, InsurTech","Thane, Maharashtra, India",Turtlemint is an insurtech platform that identifies and purchases appropriate insurance policies for consumers.,788,Asia-Pacific (APAC),,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.turtlemint.com,,,,,,,,,,,,,,,,,,Financial Services,3,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",1001-5000,6,Late Stage Venture,2022-04-29,120000000,USD,120000000,Series E,120000000,USD,120000000,Series E,197000000,USD,197000000,197000000,USD,197000000,"Nexus Venture Partners, Susquehanna International Group (SIG), GGV Capital, Marshall Wace, Blume Ventures",5,13,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1
Upstream,https://www.crunchbase.com/organization/upstream-systems,"App Marketing, Digital Marketing, E-Commerce, Mobile, Mobile Apps, Mobile Payments","London, England, United Kingdom",Upstream is a mobile marketing technology company that focuses on accelerating mobile commerce in high-growth markets.,788,,,,Active,2001-01-01,year,,,,,For Profit,http://www.upstreamsystems.com,,,,,,,,,,,,,,,,,,"Apps, Commerce and Shopping, Financial Services, Mobile, Payments, Sales and Marketing, Software",3,"Alex Vratskides, Marco Veremis, Nikos Iatropoulos",251-500,5,,2022-12-19,14000000,EUR,14900036,Debt Financing,25000000,EUR,26508351,Venture - Series Unknown,41806187,USD,41806187,70536923,USD,70536923,"European Investment Bank, HSBC, National Bank of Greece, Barclays Corporate Banking, HSBC Bank",4,7,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2021-01-21,,6
Cobalt,https://www.crunchbase.com/organization/cobalt-io,"Cloud Security, Enterprise Applications, Penetration Testing, SaaS, Security","San Francisco, California, United States",Cobalt is a PTaaS platform that transforms traditional pentesting into a data-driven vulnerability management engine.,789,"San Francisco Bay Area, West Coast, Western US",,$1M to $10M,Active,2013-07-01,month,,,,,For Profit,https://cobalt.io,,,,,,,,,,,,,,,,,,"Apps, Information Technology, Privacy and Security, Software",4,"Christian Hansen, Esben Friis Jensen, Jacob Hansen, Jakob Storm",101-250,7,Early Stage Venture,2020-08-20,29000000,USD,29000000,Series B,29000000,USD,29000000,Series B,36500000,USD,36500000,36970000,USD,36970000,"Alchemist Accelerator, Kima Ventures, Draper Associates, Plug and Play, Tim Draper",3,22,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2021-02-25,,7
Bishop Fox,https://www.crunchbase.com/organization/bishop-fox,"Cloud Security, Consulting, Cyber Security, Network Security, Penetration Testing","Tempe, Arizona, United States",Bishop Fox delivers offensive security solutions to protect dynamic attack surfaces.,791,"Greater Phoenix Area, Western US",,Less than $1M,Active,2005-01-01,year,,,,,For Profit,https://bishopfox.com,,,,,,,,,,,,,,,,,,"Information Technology, Privacy and Security, Professional Services",2,"Francis Brown, Vincent Liu",251-500,3,Early Stage Venture,2022-11-15,46000000,USD,46000000,Series B,46000000,USD,46000000,Series B,146000000,USD,146000000,146000000,USD,146000000,"Forgepoint Capital, WestCap, Rockpool Capital, Carrick Capital Partners, NextEquity Partners",3,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,7
Blank Street,https://www.crunchbase.com/organization/blank-street,"Coffee, Food and Beverage, Hospitality, Restaurants","Brooklyn, New York, United States","Blank Street is a coffee chain that offers coffee as a daily ritual that more people can enjoy, in places convenient to their lives.",791,"Greater New York Area, East Coast, Northeastern US",,Less than $1M,Active,2020-01-01,year,,,,,For Profit,https://www.blankstreet.com/,,,,,,,,,,,,,,,,,,"Food and Beverage, Travel and Tourism",2,"Issam Freiha, Vinay Menda",51-100,5,,2022-01-03,35000000,USD,35000000,Venture - Series Unknown,35000000,USD,35000000,Venture - Series Unknown,67000000,USD,67000000,67000000,USD,67000000,"General Catalyst, Tiger Global Management, FJ Labs, HOF Capital, Tishman Speyer",2,20,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
